'Test Type,Test Description
0,
'Version
1.1.0
'Time Stamp
2022-11-11 11:27:45:194
'Access specifications
'Access specification name,default assignment
128 KiB; 0% Read; 0% random,0
'size,% of size,% reads,% random,delay,burst,align,reply
131072,100,0,0,0,1,0,0,
'End access specifications
'Results
TimeStamp,'Target Type,Target Name,Access Specification Name,# Managers,# Workers,# Disks,IOps,Read IOps,Write IOps,MBps (Binary),Read MBps (Binary),Write MBps (Binary),MBps (Decimal),Read MBps (Decimal),Write MBps (Decimal),Transactions per Second,Connections per Second,Average Response Time,Average Read Response Time,Average Write Response Time,Average Transaction Time,Average Connection Time,Maximum Response Time,Maximum Read Response Time,Maximum Write Response Time,Maximum Transaction Time,Maximum Connection Time,Errors,Read Errors,Write Errors,Bytes Read,Bytes Written,Read I/Os,Write I/Os,Connections,Transactions per Connection,Total Raw Read Response Time,Total Raw Write Response Time,Total Raw Transaction Time,Total Raw Connection Time,Maximum Raw Read Response Time,Maximum Raw Write Response Time,Maximum Raw Transaction Time,Maximum Raw Connection Time,Total Raw Run Time,Starting Sector,Maximum Size,Queue Depth,% CPU Utilization,% User Time,% Privileged Time,% DPC Time,% Interrupt Time,Processor Speed,Interrupts per Second,CPU Effectiveness,Packets/Second,Packet Errors,Segments Retransmitted/Second,0 to 50 uS,50 to 100 uS,100 to 200 uS,200 to 500 uS,0.5 to 1 mS,1 to 2 mS,2 to 5 mS,5 to 10 mS,10 to 15 mS,15 to 20 mS,20 to 30 mS,30 to 50 mS,50 to 100 mS,100 to 200 mS,200 to 500 mS,0.5 to 1 S,1 to 2 s,2 to 4.7 s,4.7 to 5 s,5 to 10 s, >= 10 s
2022-11-11 12:21:56:281,WORKER,Worker 1,,,,1,3337.25,0,3337.25,417.156,0,417.156,437.42,0,437.42,3337.25,0,9.48755,0,9.48755,9.48755,0,21.5296,0,21.5296,21.5296,0,0,0,0,0,450363392,0,3436,0,-1,0,325992386,325992386,0,0,215296,215296,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2952,360,120,4,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:21:57:297,WORKER,Worker 1,,,,1,3357.17,0,3357.17,419.646,0,419.646,440.031,0,440.031,3357.17,0,9.63401,0,9.63401,9.63401,0,26.4548,0,26.4548,26.4548,0,0,0,0,0,446955520,0,3410,0,-1,0,328519719,328519719,0,0,264548,264548,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2880,413,80,37,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:21:58:343,WORKER,Worker 1,,,,1,3337.07,0,3337.07,417.134,0,417.134,437.397,0,437.397,3337.07,0,9.58708,0,9.58708,9.58708,0,17.6678,0,17.6678,17.6678,0,0,0,0,0,454295552,0,3466,0,-1,0,332288237,332288237,0,0,176678,176678,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2922,352,192,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:21:59:359,WORKER,Worker 1,,,,1,3269.52,0,3269.52,408.69,0,408.69,428.543,0,428.543,3269.52,0,9.7852,0,9.7852,9.7852,0,28.7897,0,28.7897,28.7897,0,0,0,0,0,432668672,0,3301,0,-1,0,323009531,323009531,0,0,287897,287897,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2762,366,134,39,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:00:375,WORKER,Worker 1,,,,1,3358.68,0,3358.68,419.835,0,419.835,440.229,0,440.229,3358.68,0,9.45164,0,9.45164,9.45164,0,18.522,0,18.522,18.522,0,0,0,0,0,452984832,0,3456,0,-1,0,326648837,326648837,0,0,185220,185220,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2971,385,100,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:01:395,WORKER,Worker 1,,,,1,3296.25,0,3296.25,412.031,0,412.031,432.046,0,432.046,3296.25,0,9.78748,0,9.78748,9.78748,0,18.6864,0,18.6864,18.6864,0,0,0,0,0,440401920,0,3360,0,-1,0,328859406,328859406,0,0,186864,186864,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2819,180,361,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:02:410,WORKER,Worker 1,,,,1,3181.71,0,3181.71,397.714,0,397.714,417.034,0,417.034,3181.71,0,10.0589,0,10.0589,10.0589,0,27.4268,0,27.4268,27.4268,0,0,0,0,0,421003264,0,3212,0,-1,0,323090606,323090606,0,0,274268,274268,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2683,94,389,46,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:03:426,WORKER,Worker 1,,,,1,3253.38,0,3253.38,406.672,0,406.672,426.426,0,426.426,3253.38,0,9.83398,0,9.83398,9.83398,0,23.8107,0,23.8107,23.8107,0,0,0,0,0,430047232,0,3281,0,-1,0,322652947,322652947,0,0,238107,238107,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2737,231,281,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:04:441,WORKER,Worker 1,,,,1,3289.4,0,3289.4,411.175,0,411.175,431.149,0,431.149,3289.4,0,9.72674,0,9.72674,9.72674,0,35.3549,0,35.3549,35.3549,0,0,0,0,0,443416576,0,3383,0,-1,0,329055758,329055758,0,0,353549,353549,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2903,320,128,0,32,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:05:455,WORKER,Worker 1,,,,1,3392.65,0,3392.65,424.081,0,424.081,444.681,0,444.681,3392.65,0,9.39336,0,9.39336,9.39336,0,16.1165,0,16.1165,16.1165,0,0,0,0,0,449314816,0,3428,0,-1,0,322004223,322004223,0,0,161165,161165,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2980,384,64,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:06:484,WORKER,Worker 1,,,,1,3359.13,0,3359.13,419.892,0,419.892,440.288,0,440.288,3359.13,0,9.56687,0,9.56687,9.56687,0,17.0209,0,17.0209,17.0209,0,0,0,0,0,450494464,0,3437,0,-1,0,328813441,328813441,0,0,170209,170209,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2897,405,135,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:07:499,WORKER,Worker 1,,,,1,3257.38,0,3257.38,407.172,0,407.172,426.951,0,426.951,3257.38,0,9.7806,0,9.7806,9.7806,0,31.2888,0,31.2888,31.2888,0,0,0,0,0,437780480,0,3340,0,-1,0,326671939,326671939,0,0,312888,312888,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2799,370,132,7,32,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:08:515,WORKER,Worker 1,,,,1,3389.76,0,3389.76,423.72,0,423.72,444.303,0,444.303,3389.76,0,9.47818,0,9.47818,9.47818,0,18.8315,0,18.8315,18.8315,0,0,0,0,0,450625536,0,3438,0,-1,0,325859707,325859707,0,0,188315,188315,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2938,397,103,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:09:546,WORKER,Worker 1,,,,1,3366.02,0,3366.02,420.753,0,420.753,441.191,0,441.191,3366.02,0,9.48717,0,9.48717,9.48717,0,17.3639,0,17.3639,17.3639,0,0,0,0,0,454950912,0,3471,0,-1,0,329299611,329299611,0,0,173639,173639,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2971,372,128,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:10:577,WORKER,Worker 1,,,,1,3289.09,0,3289.09,411.136,0,411.136,431.108,0,431.108,3289.09,0,9.74793,0,9.74793,9.74793,0,32.9443,0,32.9443,32.9443,0,0,0,0,0,441974784,0,3372,0,-1,0,328700160,328700160,0,0,329443,329443,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2912,299,129,0,32,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:11:593,WORKER,Worker 1,,,,1,3359.06,0,3359.06,419.882,0,419.882,440.278,0,440.278,3359.06,0,9.52677,0,9.52677,9.52677,0,16.9242,0,16.9242,16.9242,0,0,0,0,0,450101248,0,3434,0,-1,0,327149219,327149219,0,0,169242,169242,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2922,414,98,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:12:608,WORKER,Worker 1,,,,1,3286.13,0,3286.13,410.766,0,410.766,430.719,0,430.719,3286.13,0,9.72018,0,9.72018,9.72018,0,33.9099,0,33.9099,33.9099,0,0,0,0,0,436731904,0,3332,0,-1,0,323876354,323876354,0,0,339099,339099,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2862,310,128,0,32,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:13:624,WORKER,Worker 1,,,,1,3392.89,0,3392.89,424.112,0,424.112,444.713,0,444.713,3392.89,0,9.38903,0,9.38903,9.38903,0,16.0934,0,16.0934,16.0934,0,0,0,0,0,451674112,0,3446,0,-1,0,323545856,323545856,0,0,160934,160934,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2987,331,128,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:14:655,WORKER,Worker 1,,,,1,3354.21,0,3354.21,419.276,0,419.276,439.643,0,439.643,3354.21,0,9.59603,0,9.59603,9.59603,0,17.4248,0,17.4248,17.4248,0,0,0,0,0,450363392,0,3436,0,-1,0,329719563,329719563,0,0,174248,174248,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2926,308,202,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:15:671,WORKER,Worker 1,,,,1,3254.76,0,3254.76,406.845,0,406.845,426.607,0,426.607,3254.76,0,9.82786,0,9.82786,9.82786,0,34.0242,0,34.0242,34.0242,0,0,0,0,0,435027968,0,3319,0,-1,0,326186617,326186617,0,0,340242,340242,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2815,303,169,0,32,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:16:671,WORKER,Worker 1,,,,1,3356.66,0,3356.66,419.583,0,419.583,439.965,0,439.965,3356.66,0,9.5346,0,9.5346,9.5346,0,17.6783,0,17.6783,17.6783,0,0,0,0,0,438697984,0,3347,0,-1,0,319123032,319123032,0,0,176783,176783,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2834,416,97,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:17:670,WORKER,Worker 1,,,,1,3408.29,0,3408.29,426.036,0,426.036,446.731,0,446.731,3408.29,0,9.38827,0,9.38827,9.38827,0,16.1618,0,16.1618,16.1618,0,0,0,0,0,448790528,0,3424,0,-1,0,321454273,321454273,0,0,161618,161618,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2976,386,62,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:18:702,WORKER,Worker 1,,,,1,3273.89,0,3273.89,409.237,0,409.237,429.116,0,429.116,3273.89,0,9.77224,0,9.77224,9.77224,0,34.061,0,34.061,34.061,0,0,0,0,0,442236928,0,3374,0,-1,0,329715306,329715306,0,0,340610,340610,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2862,319,161,0,32,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:19:733,WORKER,Worker 1,,,,1,3344.65,0,3344.65,418.082,0,418.082,438.391,0,438.391,3344.65,0,9.56689,0,9.56689,9.56689,0,17.6592,0,17.6592,17.6592,0,0,0,0,0,449839104,0,3432,0,-1,0,328335727,328335727,0,0,176592,176592,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2936,331,165,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:20:748,WORKER,Worker 1,,,,1,3273.98,0,3273.98,409.248,0,409.248,429.128,0,429.128,3273.98,0,9.77104,0,9.77104,9.77104,0,29.9721,0,29.9721,29.9721,0,0,0,0,0,437780480,0,3340,0,-1,0,326352570,326352570,0,0,299721,299721,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2803,402,103,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:21:780,WORKER,Worker 1,,,,1,3406.13,0,3406.13,425.767,0,425.767,446.449,0,446.449,3406.13,0,9.3953,0,9.3953,9.3953,0,15.7622,0,15.7622,15.7622,0,0,0,0,0,458096640,0,3495,0,-1,0,328365856,328365856,0,0,157622,157622,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3047,350,98,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:22:779,WORKER,Worker 1,,,,1,3265.76,0,3265.76,408.22,0,408.22,428.05,0,428.05,3265.76,0,9.79928,0,9.79928,9.79928,0,21.2299,0,21.2299,21.2299,0,0,0,0,0,430440448,0,3284,0,-1,0,321808424,321808424,0,0,212299,212299,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2770,179,326,9,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:23:795,WORKER,Worker 1,,,,1,3184.02,0,3184.02,398.003,0,398.003,417.336,0,417.336,3184.02,0,10.0528,0,10.0528,10.0528,0,34.5464,0,34.5464,34.5464,0,0,0,0,0,423886848,0,3234,0,-1,0,325107546,325107546,0,0,345464,345464,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2690,237,271,4,32,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:24:826,WORKER,Worker 1,,,,1,3220.39,0,3220.39,402.549,0,402.549,422.103,0,422.103,3220.39,0,9.93603,0,9.93603,9.93603,0,19.5185,0,19.5185,19.5185,0,0,0,0,0,434765824,0,3317,0,-1,0,329577982,329577982,0,0,195185,195185,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2743,120,454,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:25:842,WORKER,Worker 1,,,,1,3379.88,0,3379.88,422.485,0,422.485,443.008,0,443.008,3379.88,0,9.41435,0,9.41435,9.41435,0,18.6171,0,18.6171,18.6171,0,0,0,0,0,450101248,0,3434,0,-1,0,323288712,323288712,0,0,186171,186171,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3003,320,111,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:26:873,WORKER,Worker 1,,,,1,3319.09,0,3319.09,414.886,0,414.886,435.04,0,435.04,3319.09,0,9.68124,0,9.68124,9.68124,0,28.99,0,28.99,28.99,0,0,0,0,0,448135168,0,3419,0,-1,0,331001631,331001631,0,0,289900,289900,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2901,375,79,64,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:27:904,WORKER,Worker 1,,,,1,3340.05,0,3340.05,417.507,0,417.507,437.787,0,437.787,3340.05,0,9.57898,0,9.57898,9.57898,0,17.6183,0,17.6183,17.6183,0,0,0,0,0,450101248,0,3434,0,-1,0,328942065,328942065,0,0,176183,176183,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2880,417,137,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:28:904,WORKER,Worker 1,,,,1,3287.72,0,3287.72,410.965,0,410.965,430.928,0,430.928,3287.72,0,9.73622,0,9.73622,9.73622,0,31.5903,0,31.5903,31.5903,0,0,0,0,0,432537600,0,3300,0,-1,0,321295327,321295327,0,0,315903,315903,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2774,389,73,46,18,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:29:935,WORKER,Worker 1,,,,1,3407.64,0,3407.64,425.955,0,425.955,446.646,0,446.646,3407.64,0,9.38813,0,9.38813,9.38813,0,16.3297,0,16.3297,16.3297,0,0,0,0,0,453640192,0,3461,0,-1,0,324923334,324923334,0,0,163297,163297,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3013,384,64,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:30:966,WORKER,Worker 1,,,,1,3355.59,0,3355.59,419.449,0,419.449,439.824,0,439.824,3355.59,0,9.53131,0,9.53131,9.53131,0,16.7647,0,16.7647,16.7647,0,0,0,0,0,455606272,0,3476,0,-1,0,331308401,331308401,0,0,167647,167647,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2932,474,70,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:31:966,WORKER,Worker 1,,,,1,3252.66,0,3252.66,406.582,0,406.582,426.332,0,426.332,3252.66,0,9.82008,0,9.82008,9.82008,0,27.345,0,27.345,27.345,0,0,0,0,0,430178304,0,3282,0,-1,0,322295112,322295112,0,0,273450,273450,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2768,208,259,47,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:32:986,WORKER,Worker 1,,,,1,3342.15,0,3342.15,417.769,0,417.769,438.063,0,438.063,3342.15,0,9.5947,0,9.5947,9.5947,0,17.5799,0,17.5799,17.5799,0,0,0,0,0,444989440,0,3395,0,-1,0,325739969,325739969,0,0,175799,175799,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2807,426,162,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:34:000,WORKER,Worker 1,,,,1,3279.49,0,3279.49,409.936,0,409.936,429.849,0,429.849,3279.49,0,9.75529,0,9.75529,9.75529,0,30.3237,0,30.3237,30.3237,0,0,0,0,0,436207616,0,3328,0,-1,0,324655903,324655903,0,0,303237,303237,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2823,307,166,31,1,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:35:000,WORKER,Worker 1,,,,1,3407.03,0,3407.03,425.879,0,425.879,446.567,0,446.567,3407.03,0,9.36338,0,9.36338,9.36338,0,15.3967,0,15.3967,15.3967,0,0,0,0,0,448004096,0,3418,0,-1,0,320040420,320040420,0,0,153967,153967,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3002,384,32,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:36:047,WORKER,Worker 1,,,,1,3359.36,0,3359.36,419.92,0,419.92,440.318,0,440.318,3359.36,0,9.55324,0,9.55324,9.55324,0,17.0365,0,17.0365,17.0365,0,0,0,0,0,457441280,0,3490,0,-1,0,333407988,333407988,0,0,170365,170365,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2946,413,131,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:37:078,WORKER,Worker 1,,,,1,3269.55,0,3269.55,408.694,0,408.694,428.546,0,428.546,3269.55,0,9.78986,0,9.78986,9.78986,0,32.2673,0,32.2673,32.2673,0,0,0,0,0,445382656,0,3398,0,-1,0,332659478,332659478,0,0,322673,322673,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2918,280,163,5,32,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:38:094,WORKER,Worker 1,,,,1,3390.47,0,3390.47,423.809,0,423.809,444.396,0,444.396,3390.47,0,9.43754,0,9.43754,9.43754,0,16.8748,0,16.8748,16.8748,0,0,0,0,0,451018752,0,3441,0,-1,0,324745769,324745769,0,0,168748,168748,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2961,411,69,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:39:109,WORKER,Worker 1,,,,1,3386.14,0,3386.14,423.268,0,423.268,443.829,0,443.829,3386.14,0,9.44803,0,9.44803,9.44803,0,17.0782,0,17.0782,17.0782,0,0,0,0,0,450232320,0,3435,0,-1,0,324539965,324539965,0,0,170782,170782,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2955,415,65,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:40:140,WORKER,Worker 1,,,,1,3279.85,0,3279.85,409.981,0,409.981,429.896,0,429.896,3279.85,0,9.75467,0,9.75467,9.75467,0,32.0091,0,32.0091,32.0091,0,0,0,0,0,440664064,0,3362,0,-1,0,327951964,327951964,0,0,320091,320091,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2881,321,96,32,32,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:41:140,WORKER,Worker 1,,,,1,3359.67,0,3359.67,419.959,0,419.959,440.359,0,440.359,3359.67,0,9.5249,0,9.5249,9.5249,0,16.1276,0,16.1276,16.1276,0,0,0,0,0,443023360,0,3380,0,-1,0,321941538,321941538,0,0,161276,161276,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2843,455,82,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:42:171,WORKER,Worker 1,,,,1,3286.95,0,3286.95,410.869,0,410.869,430.827,0,430.827,3286.95,0,9.71133,0,9.71133,9.71133,0,30.54,0,30.54,30.54,0,0,0,0,0,444465152,0,3391,0,-1,0,329311349,329311349,0,0,305400,305400,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2879,320,153,16,23,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:43:187,WORKER,Worker 1,,,,1,3387.78,0,3387.78,423.473,0,423.473,444.043,0,444.043,3387.78,0,9.46984,0,9.46984,9.46984,0,15.9376,0,15.9376,15.9376,0,0,0,0,0,450363392,0,3436,0,-1,0,325383873,325383873,0,0,159376,159376,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2955,350,131,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:44:218,WORKER,Worker 1,,,,1,3302.8,0,3302.8,412.85,0,412.85,432.905,0,432.905,3302.8,0,9.63341,0,9.63341,9.63341,0,18.9215,0,18.9215,18.9215,0,0,0,0,0,443940864,0,3387,0,-1,0,326283719,326283719,0,0,189215,189215,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2873,252,262,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:45:218,WORKER,Worker 1,,,,1,3192.9,0,3192.9,399.112,0,399.112,418.5,0,418.5,3192.9,0,10.0831,0,10.0831,10.0831,0,30.8796,0,30.8796,30.8796,0,0,0,0,0,421396480,0,3215,0,-1,0,324170292,324170292,0,0,308796,308796,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2665,185,301,46,18,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:46:234,WORKER,Worker 1,,,,1,3251.29,0,3251.29,406.411,0,406.411,426.153,0,426.153,3251.29,0,9.83376,0,9.83376,9.83376,0,18.1972,0,18.1972,18.1972,0,0,0,0,0,432799744,0,3302,0,-1,0,324710591,324710591,0,0,181972,181972,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2789,65,448,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:47:263,WORKER,Worker 1,,,,1,3373.96,0,3373.96,421.745,0,421.745,442.232,0,442.232,3373.96,0,9.48969,0,9.48969,9.48969,0,21.1546,0,21.1546,21.1546,0,0,0,0,0,451805184,0,3447,0,-1,0,327109582,327109582,0,0,211546,211546,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2970,324,121,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:48:278,WORKER,Worker 1,,,,1,3278.88,0,3278.88,409.86,0,409.86,429.77,0,429.77,3278.88,0,9.75656,0,9.75656,9.75656,0,28.9438,0,28.9438,28.9438,0,0,0,0,0,433324032,0,3306,0,-1,0,322551889,322551889,0,0,289438,289438,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2788,294,192,32,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:49:278,WORKER,Worker 1,,,,1,3319.29,0,3319.29,414.911,0,414.911,435.066,0,435.066,3319.29,0,9.6413,0,9.6413,9.6413,0,18.0016,0,18.0016,18.0016,0,0,0,0,0,440532992,0,3361,0,-1,0,324044038,324044038,0,0,180016,180016,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2817,343,201,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:50:312,WORKER,Worker 1,,,,1,3239.75,0,3239.75,404.968,0,404.968,424.64,0,424.64,3239.75,0,9.87021,0,9.87021,9.87021,0,34.2404,0,34.2404,34.2404,0,0,0,0,0,433061888,0,3304,0,-1,0,326111719,326111719,0,0,342404,342404,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2792,288,192,0,32,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:51:328,WORKER,Worker 1,,,,1,3373.98,0,3373.98,421.748,0,421.748,442.235,0,442.235,3373.98,0,9.47939,0,9.47939,9.47939,0,16.7887,0,16.7887,16.7887,0,0,0,0,0,455344128,0,3474,0,-1,0,329313923,329313923,0,0,167887,167887,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2962,415,97,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:52:340,WORKER,Worker 1,,,,1,3319.26,0,3319.26,414.908,0,414.908,435.062,0,435.062,3319.26,0,9.64511,0,9.64511,9.64511,0,18.2763,0,18.2763,18.2763,0,0,0,0,0,438042624,0,3342,0,-1,0,322339466,322339466,0,0,182763,182763,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2830,299,213,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:53:331,WORKER,Worker 1,,,,1,3207.77,0,3207.77,400.971,0,400.971,420.448,0,420.448,3207.77,0,9.97435,0,9.97435,9.97435,0,32.2072,0,32.2072,32.2072,0,0,0,0,0,416022528,0,3174,0,-1,0,316585930,316585930,0,0,322072,322072,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2630,256,256,0,32,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:54:331,WORKER,Worker 1,,,,1,3322.42,0,3322.42,415.302,0,415.302,435.476,0,435.476,3322.42,0,9.62056,0,9.62056,9.62056,0,18.9249,0,18.9249,18.9249,0,0,0,0,0,437780480,0,3340,0,-1,0,321326548,321326548,0,0,189249,189249,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2828,283,229,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:55:374,WORKER,Worker 1,,,,1,3370.85,0,3370.85,421.356,0,421.356,441.824,0,441.824,3370.85,0,9.49714,0,9.49714,9.49714,0,16.5341,0,16.5341,16.5341,0,0,0,0,0,461242368,0,3519,0,-1,0,334204286,334204286,0,0,165341,165341,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,3007,389,123,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 12:22:56:405,WORKER,Worker 1,,,,1,3232.26,0,3232.26,404.032,0,404.032,423.659,0,423.659,3232.26,0,9.90984,0,9.90984,9.90984,0,33.4386,0,33.4386,33.4386,0,0,0,0,0,433848320,0,3310,0,-1,0,328015656,328015656,0,0,334386,334386,0,0,0,0,32,,,,,,1e+007,,,,,,0,0,0,0,0,0,0,2766,309,203,0,32,0,0,0,0,0,0,0,0,0
